Date,Adj Close
1/1/2012,19.765009
1/8/2012,20.035765
1/15/2012,20.369976
1/22/2012,20.243061
1/29/2012,20.441889
2/5/2012,20.653419
2/12/2012,20.569252
2/19/2012,20.505577
2/26/2012,20.75605
3/4/2012,22.008471
3/11/2012,22.590097
3/18/2012,23.498619
3/25/2012,23.727877
4/1/2012,24.70009
4/8/2012,26.181755
4/15/2012,25.116148
4/22/2012,24.381683
4/29/2012,23.58779
5/6/2012,23.354277
5/13/2012,21.944004
5/20/2012,23.234324
5/27/2012,22.208031
6/3/2012,22.821255
6/10/2012,22.374109
6/17/2012,23.268398
6/24/2012,22.706278
7/1/2012,22.131378
7/8/2012,22.829771
7/15/2012,22.127117
7/22/2012,20.215059
7/29/2012,18.699034
8/5/2012,19.405943
8/12/2012,20.61425
8/19/2012,20.819454
8/26/2012,21.208485
9/2/2012,21.875387
9/9/2012,21.571861
9/16/2012,21.83264
9/23/2012,21.678734
9/30/2012,20.836554
10/7/2012,20.169647
10/14/2012,19.532667
10/21/2012,19.609615
10/28/2012,21.734316
11/4/2012,21.785616
11/11/2012,20.845104
11/18/2012,21.974998
11/25/2012,22.266911
12/2/2012,23.026737
12/9/2012,22.906542
12/16/2012,23.009563
12/23/2012,22.597452
12/30/2012,23.906769
1/6/2013,23.614855
1/13/2013,23.528996
1/20/2013,24.387568
1/27/2013,24.409027
2/3/2013,24.198683
2/10/2013,23.414907
2/17/2013,23.341648
2/24/2013,23.643278
3/3/2013,25.28068
3/10/2013,24.845478
3/17/2013,24.724829
3/24/2013,24.539541
3/31/2013,24.905798
4/7/2013,25.461664
4/14/2013,25.164341
4/21/2013,25.853773
4/28/2013,26.659552
5/5/2013,27.189554
5/12/2013,27.726564
5/19/2013,27.39366
5/26/2013,27.298544
6/2/2013,28.120007
6/9/2013,28.362123
6/16/2013,27.968689
6/23/2013,28.323212
6/30/2013,29.2787
7/7/2013,30.1434
7/14/2013,29.741316
7/21/2013,31.71715
7/28/2013,32.093304
8/4/2013,31.47504
8/11/2013,30.658453
8/18/2013,31.204775
8/25/2013,30.57608
9/1/2013,31.031353
9/8/2013,32.765671
9/15/2013,33.004135
9/22/2013,33.528763
9/29/2013,33.55912
10/6/2013,33.741226
10/13/2013,34.387257
10/20/2013,34.669079
10/27/2013,34.846848
11/3/2013,35.206718
11/10/2013,35.202385
